RUN_ID,OBJ_TYPE,FAIL_TYPE,TRANSPORT_FAIL,SEARCH_FAIL,FETCH_FAIL,DELIVER_FAIL,PERCEPT_FAIL,NAV_FAIL,MANIP_FAIL,TIME_SEC,
91,,,,,,,,,,,
92,,,,,,,,,,,
92,BOWL,SUM,1,0,1,0,0,13,44,0,
92,CUP,SUM,1,0,1,0,16,8,11,0,
92,SPOON,SUM,0,0,0,0,0,10,17,15.3774459362,
92,,SUM,2,0,2,0,16,31,72,15.3774459362,
92,,,,,,,,,,,
93,,,,,,,,,,,
93,BOWL,SUM,0,0,0,0,0,3,8,12.3671450615,
93,CUP,SUM,0,0,0,0,0,13,6,8.6578369141,
93,SPOON,SUM,0,0,0,0,8,3,18,20.6980750561,
93,,SUM,0,0,0,0,8,19,32,41.7230570316,
93,,,,,,,,,,,
94,,,,,,,,,,,
94,BOWL,SUM,0,0,0,0,0,2,3,9.5711569786,
94,CUP,SUM,1,0,1,0,8,9,33,0,
94,SPOON,SUM,0,0,0,0,16,1,1,24.3515269756,
94,,SUM,1,0,1,0,24,12,37,33.9226839542,
94,,,,,,,,,,,
95,,,,,,,,,,,
95,BOWL,SUM,0,0,0,0,0,4,31,16.805629015,
95,CUP,SUM,1,0,1,0,0,27,33,0,
95,SPOON,SUM,0,0,0,0,0,7,24,16.2626509666,
95,,SUM,1,0,1,0,0,38,88,33.0682799816,
95,,,,,,,,,,,
96,,,,,,,,,,,
96,BOWL,SUM,1,0,1,0,0,12,44,0,
96,CUP,SUM,0,0,0,0,16,1,7,17.8180291653,
96,SPOON,SUM,0,0,0,0,0,1,0,11.880510807,
96,,SUM,1,0,1,0,16,14,51,29.6985399723,
96,,,,,,,,,,,
97,,,,,,,,,,,
97,BOWL,SUM,0,0,0,0,0,1,1,8.7802970409,
97,CUP,SUM,0,0,0,0,0,6,25,12.5315921307,
97,SPOON,SUM,1,1,0,0,0,42,0,0,
97,,SUM,1,1,0,0,0,49,26,21.3118891716,
97,,,,,,,,,,,
98,,,,,,,,,,,
98,BOWL,SUM,0,0,0,0,0,4,13,9.7245550156,
98,CUP,SUM,0,0,0,0,0,2,2,6.2576959133,
98,SPOON,SUM,1,0,1,0,0,27,44,0,
98,,SUM,1,0,1,0,0,33,59,15.9822509289,
98,,,,,,,,,,,
99,,,,,,,,,,,
99,BOWL,SUM,1,0,1,0,0,27,44,0,
99,CUP,SUM,1,0,1,0,8,12,73,0,
99,SPOON,SUM,0,0,0,0,0,4,17,13.7426280975,
99,,SUM,2,0,2,0,8,43,134,13.7426280975,
99,,,,,,,,,,,
100,,,,,,,,,,,
100,BOWL,SUM,0,0,0,0,0,3,20,11.8010160923,
100,CUP,SUM,1,0,1,0,0,7,11,0,
100,SPOON,SUM,0,0,0,0,16,6,1,24.7989139557,
100,,SUM,1,0,1,0,16,16,32,36.599930048,
100,,,,,,,,,,,
101,,,,,,,,,,,
101,BOWL,SUM,1,0,0,1,0,12,19,0,
101,CUP,SUM,1,0,1,0,0,56,70,0,
101,SPOON,SUM,0,0,0,0,0,3,8,11.4359250069,
101,,SUM,2,0,1,1,0,71,97,11.4359250069,
101,,,,,,,,,,,
102,,,,,,,,,,,
102,BOWL,SUM,1,0,1,0,0,81,40,0,
102,CUP,SUM,1,0,1,0,0,15,11,0,
102,SPOON,SUM,0,0,0,0,0,2,1,10.3460469246,
102,,SUM,2,0,2,0,0,98,52,10.3460469246,
102,,,,,,,,,,,
103,,,,,,,,,,,
103,BOWL,SUM,1,0,0,1,16,10,11,0,
103,CUP,SUM,0,0,0,0,0,2,8,6.3846328259,
103,SPOON,SUM,0,0,0,0,0,11,1,9.9385490417,
103,,SUM,1,0,0,1,16,23,20,16.3231818676,
103,,,,,,,,,,,
104,,,,,,,,,,,
104,BOWL,SUM,1,0,1,0,0,39,44,0,
104,CUP,SUM,1,0,1,0,8,29,11,0,
104,SPOON,SUM,0,0,0,0,0,1,5,10.4719629288,
104,,SUM,2,0,2,0,8,69,60,10.4719629288,
104,,,,,,,,,,,
105,,,,,,,,,,,
105,BOWL,SUM,0,0,0,0,0,1,4,7.6709680557,
105,CUP,SUM,0,0,0,0,0,2,7,6.2186059952,
105,SPOON,SUM,1,0,1,0,0,343,0,0,
105,,SUM,1,0,1,0,0,346,11,13.8895740509,
105,,,,,,,,,,,
106,,,,,,,,,,,
106,BOWL,SUM,1,0,1,0,0,14,44,0,
106,CUP,SUM,0,0,0,0,0,3,4,4.4082040787,
106,SPOON,SUM,1,0,1,0,0,13,44,0,
106,,SUM,2,0,2,0,0,30,92,4.4082040787,
106,,,,,,,,,,,
107,,,,,,,,,,,
107,BOWL,SUM,1,0,1,0,0,8,44,0,
107,CUP,SUM,0,0,0,0,0,0,9,4.7959961891,
107,SPOON,SUM,1,0,1,0,0,21,44,0,
107,,SUM,2,0,2,0,0,29,97,4.7959961891,
107,,,,,,,,,,,
108,,,,,,,,,,,
108,BOWL,SUM,0,0,0,0,0,4,12,9.5334329605,
108,CUP,SUM,0,0,0,0,0,8,22,8.4405250549,
108,SPOON,SUM,0,0,0,0,0,2,1,9.9288349152,
108,,SUM,0,0,0,0,0,14,35,27.9027929306,
108,,,,,,,,,,,
109,,,,,,,,,,,
109,BOWL,SUM,0,0,0,0,0,9,20,10.1935310364,
109,CUP,SUM,0,0,0,0,0,4,9,5.6742899418,
109,SPOON,SUM,0,0,0,0,0,6,2,10.6187880039,
109,,SUM,0,0,0,0,0,19,31,26.4866089821,
109,,,,,,,,,,,
110,,,,,,,,,,,
110,BOWL,SUM,1,0,1,0,0,5,44,0,
110,CUP,SUM,0,0,0,0,0,0,8,6.6443140507,
110,SPOON,SUM,0,0,0,0,0,14,3,11.3886129856,
110,,SUM,1,0,1,0,0,19,55,18.0329270363,
110,,,,,,,,,,,
111,,,,,,,,,,,
111,BOWL,SUM,1,0,1,0,0,21,44,0,
111,CUP,SUM,1,1,0,0,24,40,0,0,
111,SPOON,SUM,1,0,1,0,0,10,44,0,
111,,SUM,3,1,2,0,24,71,88,0,
111,,,,,,,,,,,
112,,,,,,,,,,,
112,BOWL,SUM,0,0,0,0,0,8,2,7.2476820946,
112,CUP,SUM,0,0,0,0,0,2,6,5.13134408,
112,SPOON,SUM,0,0,0,0,0,5,1,9.9607899189,
112,,SUM,0,0,0,0,0,15,9,22.3398160934,
112,,,,,,,,,,,
113,,,,,,,,,,,
113,BOWL,SUM,1,0,1,0,0,15,44,0,
113,CUP,SUM,1,0,1,0,8,5,49,0,
113,SPOON,SUM,0,0,0,0,0,7,31,16.161452055,
113,,SUM,2,0,2,0,8,27,124,16.161452055,
113,,,,,,,,,,,
114,,,,,,,,,,,
114,BOWL,SUM,1,0,1,0,8,26,44,0,
114,CUP,SUM,0,0,0,0,16,2,5,12.0059139729,
114,SPOON,SUM,1,0,1,0,0,14,44,0,
114,,SUM,2,0,2,0,24,42,93,12.0059139729,
114,,,,,,,,,,,
115,,,,,,,,,,,
115,BOWL,SUM,0,0,0,0,24,10,29,21.0402109623,
115,CUP,SUM,1,0,1,0,0,9,33,0,
115,SPOON,SUM,1,0,1,0,0,10,44,0,
115,,SUM,2,0,2,0,24,29,106,21.0402109623,
115,,,,,,,,,,,
116,,,,,,,,,,,
116,BOWL,SUM,1,0,1,0,0,24,44,0,
116,CUP,SUM,0,0,0,0,0,0,38,10.7499389648,
116,SPOON,SUM,0,0,0,0,0,1,0,9.9788239002,
116,,SUM,1,0,1,0,0,25,82,20.7287628651,
116,,,,,,,,,,,
117,,,,,,,,,,,
117,BOWL,SUM,1,0,1,0,0,42,40,0,
117,CUP,SUM,0,0,0,0,0,5,3,4.9641079903,
117,SPOON,SUM,0,0,0,0,0,5,0,9.9034800529,
117,,SUM,1,0,1,0,0,52,43,14.8675880432,
117,,,,,,,,,,,
118,,,,,,,,,,,
118,BOWL,SUM,1,1,0,0,96,9,0,0,
118,CUP,SUM,1,0,1,0,0,12,33,0,
118,SPOON,SUM,0,0,0,0,0,4,4,10.6765151024,
118,,SUM,2,1,1,0,96,25,37,10.6765151024,
118,,,,,,,,,,,
119,,,,,,,,,,,
119,BOWL,SUM,1,0,1,0,0,15,44,0,
119,CUP,SUM,0,0,0,0,0,14,6,5.4586949348,
119,SPOON,SUM,0,0,0,0,8,3,9,16.0127439499,
119,,SUM,1,0,1,0,8,32,59,21.4714388847,
119,,,,,,,,,,,
120,,,,,,,,,,,
120,BOWL,SUM,1,0,1,0,0,6,44,0,
120,CUP,SUM,0,0,0,0,0,1,8,6.1562922001,
120,SPOON,SUM,1,0,1,0,0,34,44,0,
120,,SUM,2,0,2,0,0,41,96,6.1562922001,
120,,,,,,,,,,,
121,,,,,,,,,,,
121,BOWL,SUM,1,0,0,1,8,25,47,0,
121,CUP,SUM,0,0,0,0,0,7,29,8.6942539215,
121,SPOON,SUM,0,0,0,0,32,7,0,22.842648983,
121,,SUM,1,0,0,1,40,39,76,31.5369029045,
121,,,,,,,,,,,
122,,,,,,,,,,,
122,BOWL,SUM,1,0,1,0,32,9,44,0,
122,CUP,SUM,1,0,1,0,0,41,30,0,
122,SPOON,SUM,0,0,0,0,0,2,0,10.0144908428,
122,,SUM,2,0,2,0,32,52,74,10.0144908428,
122,,,,,,,,,,,
123,,,,,,,,,,,
123,BOWL,SUM,1,0,1,0,8,36,40,0,
123,CUP,SUM,0,0,0,0,0,0,6,4.5151400566,
123,SPOON,SUM,0,0,0,0,0,1,0,9.7148361206,
123,,SUM,1,0,1,0,8,37,46,14.2299761772,
123,,,,,,,,,,,
124,,,,,,,,,,,
124,BOWL,SUM,1,0,0,1,0,2,19,0,
124,CUP,SUM,1,0,1,0,0,36,11,0,
124,SPOON,SUM,0,0,0,0,0,0,4,10.4653279781,
124,,SUM,2,0,1,1,0,38,34,10.4653279781,
124,,,,,,,,,,,
125,,,,,,,,,,,
125,BOWL,SUM,0,0,0,0,0,5,37,13.6137499809,
125,CUP,SUM,1,0,1,0,0,20,33,0,
125,SPOON,SUM,0,0,0,0,0,6,28,15.4622981548,
125,,SUM,1,0,1,0,0,31,98,29.0760481358,
125,,,,,,,,,,,
126,,,,,,,,,,,
126,BOWL,SUM,1,0,1,0,0,23,44,0,
126,CUP,SUM,0,0,0,0,0,7,10,8.4861087799,
126,SPOON,SUM,0,0,0,0,0,0,6,11.4946870804,
126,,SUM,1,0,1,0,0,30,60,19.9807958603,
126,,,,,,,,,,,
127,,,,,,,,,,,
127,BOWL,SUM,1,0,1,0,0,14,44,0,
127,CUP,SUM,0,0,0,0,0,1,4,5.0686948299,
127,SPOON,SUM,1,0,1,0,0,10,44,0,
127,,SUM,2,0,2,0,0,25,92,5.0686948299,
127,,,,,,,,,,,
128,,,,,,,,,,,
128,BOWL,SUM,1,0,0,1,0,3,11,0,
128,CUP,SUM,1,0,1,0,0,20,11,0,
128,SPOON,SUM,0,0,0,0,8,1,0,14.1841220856,
128,,SUM,2,0,1,1,8,24,22,14.1841220856,
128,,,,,,,,,,,
129,,,,,,,,,,,
129,BOWL,SUM,1,0,1,0,0,10,44,0,
129,CUP,SUM,1,0,1,0,8,10,81,0,
129,SPOON,SUM,1,0,1,0,0,6,44,0,
129,,SUM,3,0,3,0,8,26,169,0,
129,,,,,,,,,,,
130,,,,,,,,,,,
130,BOWL,SUM,0,0,0,0,0,0,4,8.6438801289,
130,CUP,SUM,0,0,0,0,0,10,6,5.2915380001,
130,SPOON,SUM,0,0,0,0,0,3,11,13.3512639999,
130,,SUM,0,0,0,0,0,13,21,27.2866821289,
130,,,,,,,,,,,
131,,,,,,,,,,,
131,BOWL,SUM,0,0,0,0,8,5,40,20.4245080948,
131,CUP,SUM,1,0,1,0,0,72,45,0,
131,SPOON,SUM,0,0,0,0,0,2,24,15.6421468258,
131,,SUM,1,0,1,0,8,79,109,36.0666549206,
131,,,,,,,,,,,
132,,,,,,,,,,,
132,BOWL,SUM,0,0,0,0,0,17,26,13.43572402,
132,CUP,SUM,0,0,0,0,16,7,7,14.698168993,
132,SPOON,SUM,1,0,1,0,0,10,44,0,
132,,SUM,1,0,1,0,16,34,77,28.133893013,
132,,,,,,,,,,,
133,,,,,,,,,,,
133,BOWL,,,,,,,,,,
133,CUP,BOWL,SUM,0,0,0,0,0,3,20,11.8010160923
133,SPOON,CUP,SUM,1,0,1,0,0,7,11,0
133,,SPOON,SUM,0,0,0,0,16,6,1,24.7989139557
133,,,SUM,1,0,1,0,16,16,32,36.599930048
134,,,,,,,,,,,
134,BOWL,SUM,0,0,0,0,0,11,10,9.5188651085,
134,CUP,SUM,0,0,0,0,0,1,7,7.6647639275,
134,SPOON,SUM,0,0,0,0,16,6,4,19.6616859436,
134,,SUM,0,0,0,0,16,18,21,36.8453149796,
134,,,,,,,,,,,
135,,,,,,,,,,,
135,BOWL,SUM,1,0,0,1,8,2,13,0,
135,CUP,SUM,1,0,1,0,8,16,33,0,
135,SPOON,SUM,0,0,0,0,0,0,1,11.9704418182,
135,,SUM,2,0,1,1,16,18,47,11.9704418182,
135,,,,,,,,,,,
136,,,,,,,,,,,
136,BOWL,SUM,1,0,1,0,0,26,44,0,
136,CUP,SUM,0,0,0,0,0,0,3,7.1904070377,
136,SPOON,SUM,1,0,1,0,0,11,44,0,
136,,SUM,2,0,2,0,0,37,91,7.1904070377,
136,,,,,,,,,,,
137,,,,,,,,,,,
137,BOWL,SUM,1,0,1,0,4,8,44,0,
137,CUP,SUM,0,0,0,0,0,2,6,5.923648119,
137,SPOON,SUM,1,0,1,0,16,8,44,0,
137,,SUM,2,0,2,0,20,18,94,5.923648119,
137,,,,,,,,,,,
138,,,,,,,,,,,
138,BOWL,SUM,1,0,1,0,0,10,44,0,
138,CUP,SUM,0,0,0,0,24,4,11,23.4751749039,
138,SPOON,SUM,1,0,1,0,0,15,44,0,
138,,SUM,2,0,2,0,24,29,99,23.4751749039,
138,,,,,,,,,,,
139,,,,,,,,,,,
139,BOWL,SUM,1,0,0,1,0,4,11,0,
139,CUP,SUM,0,0,0,0,8,64,12,36.9832060337,
139,SPOON,SUM,0,0,0,0,0,2,4,12.1681649685,
139,,SUM,1,0,0,1,8,70,27,49.1513710022,
139,,,,,,,,,,,
140,,,,,,,,,,,
140,BOWL,SUM,0,0,0,0,0,3,18,11.8182878494,
140,CUP,SUM,0,0,0,0,16,3,4,16.7213029861,
140,SPOON,SUM,1,1,0,0,8,71,0,0,
140,,SUM,1,1,0,0,24,77,22,28.5395908356,
140,,,,,,,,,,,
141,,,,,,,,,,,
141,BOWL,SUM,0,0,0,0,8,9,13,15.1042940617,
141,CUP,SUM,1,0,1,0,12,13,11,0,
141,SPOON,SUM,0,0,0,0,48,6,12,43.8079309464,
141,,SUM,1,0,1,0,68,28,36,58.912225008,
141,,,,,,,,,,,
142,,,,,,,,,,,
142,BOWL,SUM,1,0,0,1,32,9,11,0,
142,CUP,SUM,0,0,0,0,0,0,4,6.2575290203,
142,SPOON,SUM,1,0,1,0,8,14,44,0,
142,,SUM,2,0,1,1,40,23,59,6.2575290203,
142,,,,,,,,,,,
143,,,,,,,,,,,
143,BOWL,SUM,1,0,1,0,0,12,44,0,
143,CUP,SUM,0,0,0,0,0,0,6,5.9623861313,
143,SPOON,SUM,0,0,0,0,0,17,16,15.0095448494,
143,,SUM,1,0,1,0,0,29,66,20.9719309807,
143,,,,,,,,,,,
144,,,,,,,,,,,
144,BOWL,SUM,1,0,0,1,16,4,11,0,
144,CUP,SUM,0,0,0,0,0,3,9,8.5464868546,
144,SPOON,SUM,1,0,1,0,0,24,44,0,
144,,SUM,2,0,1,1,16,31,64,8.5464868546,
144,,,,,,,,,,,
145,,,,,,,,,,,
145,BOWL,SUM,0,0,0,0,0,0,8,11.432997942,
145,CUP,SUM,0,0,0,0,0,3,4,6.0902090073,
145,SPOON,SUM,1,0,1,0,0,157,24,0,
145,,SUM,1,0,1,0,0,160,36,17.5232069492,
145,,,,,,,,,,,
146,,,,,,,,,,,
146,BOWL,SUM,1,0,0,1,0,2,11,0,
146,CUP,SUM,1,1,0,0,8,71,0,0,
146,SPOON,SUM,1,0,1,0,56,13,44,0,
146,,SUM,3,1,1,1,64,86,55,0,
146,,,,,,,,,,,
147,,,,,,,,,,,
147,BOWL,SUM,1,0,1,0,0,26,44,0,
147,CUP,SUM,1,0,1,0,8,13,43,0,
147,SPOON,SUM,0,0,0,0,0,1,8,13.0368509293,
147,,SUM,2,0,2,0,8,40,95,13.0368509293,
147,,,,,,,,,,,
148,,,,,,,,,,,
148,BOWL,SUM,1,0,1,0,0,4,44,0,
148,CUP,SUM,1,0,1,0,0,10,33,0,
148,SPOON,SUM,1,1,0,0,8,41,0,0,
148,,SUM,3,1,2,0,8,55,77,0,
148,,,,,,,,,,,
149,,,,,,,,,,,
149,BOWL,SUM,0,0,0,0,0,2,14,11.6629359722,
149,CUP,SUM,0,0,0,0,0,3,28,11.6526257992,
149,SPOON,SUM,1,0,1,0,0,18,44,0,
149,,SUM,1,0,1,0,0,23,86,23.3155617714,
149,,,,,,,,,,,
150,,,,,,,,,,,
150,BOWL,SUM,1,0,1,0,8,9,44,0,
150,CUP,SUM,0,0,0,0,0,0,6,6.8687500954,
150,SPOON,SUM,0,0,0,0,0,7,29,17.9745469093,
150,,SUM,1,0,1,0,8,16,79,24.8432970047,
150,,,,,,,,,,,
151,,,,,,,,,,,
151,BOWL,SUM,1,0,1,0,0,11,44,0,
151,CUP,SUM,0,0,0,0,60,11,24,44.5633671284,
151,SPOON,SUM,1,1,0,0,8,71,0,0,
151,,SUM,2,1,1,0,68,93,68,44.5633671284,
151,,,,,,,,,,,
152,,,,,,,,,,,
152,BOWL,SUM,1,0,1,0,0,28,44,0,
152,CUP,SUM,0,0,0,0,0,0,2,5.480312109,
152,SPOON,SUM,0,0,0,0,0,4,20,15.8566520214,
152,,SUM,1,0,1,0,0,32,66,21.3369641304,
152,,,,,,,,,,,
153,,,,,,,,,,,
153,BOWL,SUM,1,0,1,0,0,8,44,0,
153,CUP,SUM,0,0,0,0,16,5,7,17.0104131699,
153,SPOON,SUM,0,0,0,0,0,2,0,10.861438036,
153,,SUM,1,0,1,0,16,15,51,27.8718512058,
153,,,,,,,,,,,
154,,,,,,,,,,,
154,BOWL,SUM,1,0,1,0,0,341,0,0,
154,CUP,SUM,0,0,0,0,0,1,3,6.3119931221,
154,SPOON,SUM,0,0,0,0,0,3,16,15.1821382046,
154,,SUM,1,0,1,0,0,345,19,21.4941313267,
154,,,,,,,,,,,
155,,,,,,,,,,,
155,BOWL,SUM,1,0,1,0,0,24,44,0,
155,CUP,SUM,1,0,1,0,16,11,33,0,
155,SPOON,SUM,0,0,0,0,0,3,2,12.6849770546,
155,,SUM,2,0,2,0,16,38,79,12.6849770546,
155,,,,,,,,,,,
156,,,,,,,,,,,
156,BOWL,SUM,1,0,1,0,0,42,40,0,
156,CUP,SUM,0,0,0,0,0,0,9,6.7622821331,
156,SPOON,SUM,0,0,0,0,0,7,0,11.763199091,
156,,SUM,1,0,1,0,0,49,49,18.5254812241,
156,,,,,,,,,,,
157,,,,,,,,,,,
157,BOWL,SUM,1,0,1,0,0,13,44,0,
157,CUP,SUM,0,0,0,0,8,6,8,13.2593421936,
157,SPOON,SUM,0,0,0,0,0,1,9,14.0687110424,
157,,SUM,1,0,1,0,8,20,61,27.328053236,
157,,,,,,,,,,,
158,,,,,,,,,,,
158,BOWL,SUM,1,0,1,0,8,16,44,0,
158,CUP,SUM,0,0,0,0,32,5,18,31.896447897,
158,SPOON,SUM,0,0,0,0,0,4,22,17.0525698662,
158,,SUM,1,0,1,0,40,25,84,48.9490177631,
158,,,,,,,,,,,
159,,,,,,,,,,,
159,BOWL,SUM,0,0,0,0,0,15,17,11.7529029846,
159,CUP,SUM,1,0,0,1,0,5,36,0,
159,SPOON,SUM,0,0,0,0,14,9,34,27.2936820984,
159,,SUM,1,0,0,1,14,29,87,39.046585083,
159,,,,,,,,,,,
160,,,,,,,,,,,
160,BOWL,SUM,0,0,0,0,8,28,3,16.12439394,
160,CUP,SUM,1,1,0,0,88,7,0,0,
160,SPOON,SUM,1,0,1,0,0,56,40,0,
160,,SUM,2,1,1,0,96,91,43,16.12439394,
160,,,,,,,,,,,
161,,,,,,,,,,,
161,BOWL,SUM,0,0,0,0,0,5,21,12.1083211899,
161,CUP,SUM,0,0,0,0,0,6,14,7.321873188,
161,SPOON,SUM,0,0,0,0,0,2,0,10.8815219402,
161,,SUM,0,0,0,0,0,13,35,30.3117163181,
161,,,,,,,,,,,
162,,,,,,,,,,,
162,BOWL,SUM,1,0,1,0,16,7,44,0,
162,CUP,SUM,1,0,0,1,0,3,11,0,
162,SPOON,SUM,1,0,1,0,0,13,44,0,
162,,SUM,3,0,2,1,16,23,99,0,
162,,,,,,,,,,,
163,,,,,,,,,,,
163,BOWL,SUM,0,0,0,0,0,6,37,15.5653710365,
163,CUP,SUM,1,0,0,1,0,5,17,0,
163,SPOON,SUM,0,0,0,0,0,1,7,13.0041890144,
163,,SUM,1,0,0,1,0,12,61,28.569560051,
163,,,,,,,,,,,
164,,,,,,,,,,,
164,BOWL,SUM,0,0,0,0,0,9,50,18.9871940613,
164,CUP,SUM,0,0,0,0,0,7,14,8.2136371136,
164,SPOON,SUM,0,0,0,0,0,1,0,11.0881400108,
164,,SUM,0,0,0,0,0,17,64,38.2889711857,
164,,,,,,,,,,,
165,,,,,,,,,,,
165,BOWL,SUM,0,0,0,0,0,7,42,18.5211920738,
165,CUP,SUM,1,0,1,0,0,25,33,0,
165,SPOON,SUM,0,0,0,0,8,14,24,21.5657382011,
165,,SUM,1,0,1,0,8,46,99,40.086930275,
165,,,,,,,,,,,
166,,,,,,,,,,,
166,BOWL,SUM,1,0,1,0,16,9,44,0,
166,CUP,SUM,0,0,0,0,0,1,13,8.9795269966,
166,SPOON,SUM,1,0,1,0,0,14,44,0,
166,,SUM,2,0,2,0,16,24,101,8.9795269966,
166,,,,,,,,,,,
167,,,,,,,,,,,
167,BOWL,SUM,0,0,0,0,0,10,14,15.3389379978,
167,CUP,SUM,0,0,0,0,16,6,16,22.1768651009,
167,SPOON,SUM,0,0,0,0,0,11,4,12.492866993,
167,,SUM,0,0,0,0,16,27,34,50.0086700916,
167,,,,,,,,,,,
168,,,,,,,,,,,
168,BOWL,SUM,0,0,0,0,0,0,1,8.3621249199,
168,CUP,SUM,1,0,1,0,0,4,33,0,
168,SPOON,SUM,1,0,1,0,0,13,44,0,
168,,SUM,2,0,2,0,0,17,78,8.3621249199,
168,,,,,,,,,,,
169,,,,,,,,,,,
169,BOWL,SUM,1,0,0,1,8,12,23,0,
169,CUP,SUM,1,0,1,0,24,27,77,0,
169,SPOON,SUM,0,0,0,0,0,2,0,10.2206320763,
169,,SUM,2,0,1,1,32,41,100,10.2206320763,
169,,,,,,,,,,,
170,,,,,,,,,,,
170,BOWL,SUM,0,0,0,0,20,0,6,22.3981318474,
170,CUP,SUM,0,0,0,0,0,7,2,5.4617760181,
170,SPOON,SUM,0,0,0,0,0,0,10,14.7321579456,
170,,SUM,0,0,0,0,20,7,18,42.5920658112,
170,,,,,,,,,,,
171,,,,,,,,,,,
171,BOWL,SUM,1,0,1,0,0,14,44,0,
171,CUP,SUM,0,0,0,0,16,3,12,18.2048490047,
171,SPOON,SUM,0,0,0,0,0,0,0,11.387693882,
171,,SUM,1,0,1,0,16,17,56,29.5925428867,
171,,,,,,,,,,,
172,,,,,,,,,,,
172,BOWL,SUM,0,0,0,0,16,6,1,18.9545619488,
172,CUP,SUM,0,0,0,0,16,2,5,16.498800993,
172,SPOON,SUM,1,0,1,0,0,21,44,0,
172,,SUM,1,0,1,0,32,29,50,35.4533629417,
172,,,,,,,,,,,
173,,,,,,,,,,,
173,BOWL,SUM,0,0,0,0,8,2,6,15.099834919,
173,CUP,SUM,1,0,1,0,0,13,77,0,
173,SPOON,SUM,0,0,0,0,0,3,0,11.2342867851,
173,,SUM,1,0,1,0,8,18,83,26.3341217041,
173,,,,,,,,,,,
174,,,,,,,,,,,
174,BOWL,SUM,1,0,1,0,0,16,44,0,
174,CUP,SUM,0,0,0,0,0,5,10,8.7305181026,
174,SPOON,SUM,0,0,0,0,0,3,10,14.4291517735,
174,,SUM,1,0,1,0,0,24,64,23.1596698761,
174,,,,,,,,,,,
175,,,,,,,,,,,
175,BOWL,SUM,0,0,0,0,8,10,13,18.8611459732,
175,CUP,SUM,1,0,1,0,0,15,39,0,
175,SPOON,SUM,0,0,0,0,8,6,17,19.5398159027,
175,,SUM,1,0,1,0,16,31,69,38.4009618759,
175,,,,,,,,,,,
176,,,,,,,,,,,
176,BOWL,SUM,0,0,0,0,0,0,4,10.1839029789,
176,CUP,SUM,0,0,0,0,0,0,3,7.5769870281,
176,SPOON,SUM,1,0,1,0,8,12,44,0,
176,,SUM,1,0,1,0,8,12,51,17.760890007,
176,,,,,,,,,,,
177,,,,,,,,,,,
177,BOWL,SUM,1,0,1,0,8,10,44,0,
177,CUP,SUM,0,0,0,0,0,3,12,7.454474926,
177,SPOON,SUM,0,0,0,0,0,0,1,10.6336429119,
177,,SUM,1,0,1,0,8,13,57,18.0881178379,
177,,,,,,,,,,,
178,,,,,,,,,,,
178,BOWL,SUM,0,0,0,0,0,0,2,9.6163320541,
178,CUP,SUM,1,0,1,0,8,15,11,0,
178,SPOON,SUM,0,0,0,0,0,13,14,15.2853200436,
178,,SUM,1,0,1,0,8,28,27,24.9016520977,
178,,,,,,,,,,,
179,,,,,,,,,,,
179,BOWL,SUM,1,0,1,0,0,19,44,0,
179,CUP,SUM,0,0,0,0,0,1,7,7.8703119755,
179,SPOON,SUM,0,0,0,0,12,3,10,21.2854120731,
179,,SUM,1,0,1,0,12,23,61,29.1557240486,
179,,,,,,,,,,,
180,,,,,,,,,,,
180,BOWL,SUM,1,0,0,1,40,8,11,0,
180,CUP,SUM,0,0,0,0,0,6,11,10.2074959278,
180,SPOON,SUM,0,0,0,0,16,2,4,21.9615950584,
180,,SUM,1,0,0,1,56,16,26,32.1690909863,
180,,,,,,,,,,,
181,,,,,,,,,,,
181,BOWL,SUM,1,0,1,0,0,19,44,0,
181,CUP,SUM,0,0,0,0,0,6,13,7.9505028725,
181,SPOON,SUM,0,0,0,0,16,1,0,22.5744860172,
181,,SUM,1,0,1,0,16,26,57,30.5249888897,
181,,,,,,,,,,,
182,,,,,,,,,,,
182,BOWL,SUM,0,0,0,0,8,3,21,19.5262699127,
182,CUP,SUM,1,0,1,0,0,10,33,0,
182,SPOON,SUM,1,0,1,0,0,25,44,0,
182,,SUM,2,0,2,0,8,38,98,19.5262699127,
182,,,,,,,,,,,
183,,,,,,,,,,,
183,BOWL,SUM,1,0,0,1,8,0,13,0,
183,CUP,SUM,0,0,0,0,0,1,2,8.4699010849,
183,SPOON,SUM,1,0,1,0,0,28,44,0,
183,,SUM,2,0,1,1,8,29,59,8.4699010849,
183,,,,,,,,,,,
184,,,,,,,,,,,
184,BOWL,SUM,1,0,1,0,0,174,24,0,
184,CUP,SUM,0,0,0,0,0,0,15,8.2353930473,
184,SPOON,SUM,0,0,0,0,0,4,5,14.0056550503,
184,,SUM,1,0,1,0,0,178,44,22.2410480976,
184,,,,,,,,,,,
185,,,,,,,,,,,
185,BOWL,SUM,1,1,0,0,96,6,0,0,
185,CUP,SUM,0,0,0,0,16,13,6,50.9591639042,
185,SPOON,SUM,1,0,1,0,0,15,44,0,
185,,SUM,2,1,1,0,112,34,50,50.9591639042,
185,,,,,,,,,,,
186,,,,,,,,,,,
186,BOWL,SUM,0,0,0,0,0,0,4,9.7632758617,
186,CUP,SUM,1,0,0,1,20,6,13,0,
186,SPOON,SUM,1,0,1,0,0,28,44,0,
186,,SUM,2,0,1,1,20,34,61,9.7632758617,
186,,,,,,,,,,,
187,,,,,,,,,,,
